"id","created_at","name","has_test","alternate_url"
"129286290","2026-01-12T12:03:06+0300","Junior",false,"https://hh.ru/vacancy/129286290"
"129301001","2026-01-12T14:26:21+0300","-",false,"https://hh.ru/vacancy/129301001"
