"id","created_at","name","has_test","alternate_url"
"130080897","2026-02-08T11:25:16+0300","-",false,"https://hh.ru/vacancy/130080897"
"130261218","2026-02-08T16:49:12+0300","Senior",true,"https://hh.ru/vacancy/130261218"
