"id","created_at","name","has_test","alternate_url"
"130270815","2026-02-09T09:38:24+0300","-",false,"https://hh.ru/vacancy/130270815"
"121370571","2026-02-09T09:55:07+0300","-",false,"https://hh.ru/vacancy/121370571"
